año_mes;provincia_zona;genero;rubro;Cantidad;remuneracion_Med;remuneracion_prom
41306;Mendoza;Femenino;Litio-Produccion;2;20100,45;20100,45
41306;Mendoza;Masculino;Litio-Produccion;2;23000,25;23000,25
41306;Salta;Femenino;Litio-exploración y financiación;16;8335,08;10163,13
41306;Salta;Femenino;Litio-Produccion;24;16159,2;22039,77
41306;Salta;Masculino;Litio-exploración y financiación;160;6042,04;10338,65
41306;Salta;Masculino;Litio-Produccion;59;16501,6;24972,71
41334;CABA;Masculino;Litio-Produccion;1;12800,3;12800,3
41334;Catamarca;Femenino;Litio-Produccion;15;10490,4;16791,71
41334;Catamarca;Masculino;Litio-Produccion;200;15157,2;20384,19
41334;Jujuy;Femenino;Litio-exploración y financiación;3;15565,8;14846,91
41334;Jujuy;Femenino;Litio-Produccion;24;8750;8807,27
41334;Jujuy;Masculino;Litio-exploración y financiación;19;7388,96;18833,79
41334;Jujuy;Masculino;Litio-Produccion;110;5555,27;8506,85
41334;Mendoza;Femenino;Litio-Produccion;3;7600;15933,6
41334;Mendoza;Masculino;Litio-Produccion;2;23000,05;23000,05
41334;Salta;Femenino;Litio-exploración y financiación;16;8365,42;10008,96
41334;Salta;Femenino;Litio-Produccion;23;10049,1;14108,53
41334;Salta;Masculino;Litio-exploración y financiación;161;5955,25;10349,43
41334;Salta;Masculino;Litio-Produccion;59;12946,5;20514,1
41365;Catamarca;Femenino;Litio-Produccion;16;9135,99;15069,87
41365;Catamarca;Masculino;Litio-Produccion;199;15247,2;19971,49
41365;Jujuy;Femenino;Litio-exploración y financiación;3;15565,8;14686,61
41365;Jujuy;Femenino;Litio-Produccion;25;12480,2;11521,35
41365;Jujuy;Masculino;Litio-exploración y financiación;19;7829,6;18884,91
41365;Jujuy;Masculino;Litio-Produccion;110;5555,39;10198,33
41365;Mendoza;Femenino;Litio-Produccion;3;7600;15933,6
41365;Mendoza;Masculino;Litio-Produccion;2;26000,1;26000,1
41365;Salta;Femenino;Litio-exploración y financiación;16;8365,74;10054,74
41365;Salta;Femenino;Litio-Produccion;23;10047,2;11676,59
41365;Salta;Masculino;Litio-exploración y financiación;161;7225,21;11227,96
41365;Salta;Masculino;Litio-Produccion;59;13088,2;18555,23
41395;CABA;Masculino;Litio-Produccion;1;13994,8;13994,8
41395;Catamarca;Femenino;Litio-Produccion;15;7092,08;12618,8
41395;Catamarca;Masculino;Litio-Produccion;199;14945,5;17070,76
41395;Jujuy;Femenino;Litio-exploración y financiación;3;17900;16456,84
41395;Jujuy;Femenino;Litio-Produccion;24;10400;13490,15
41395;Jujuy;Masculino;Litio-exploración y financiación;19;8313,01;19917,65
41395;Jujuy;Masculino;Litio-Produccion;111;6853,05;10374,8
41395;Mendoza;Femenino;Litio-Produccion;2;21800,4;21800,4
41395;Mendoza;Masculino;Litio-Produccion;3;25000;25933,63
41395;Salta;Femenino;Litio-exploración y financiación;18;7733,67;10229,82
41395;Salta;Femenino;Litio-Produccion;24;10171,95;13226,19
41395;Salta;Masculino;Litio-exploración y financiación;177;7178,72;12349,88
41395;Salta;Masculino;Litio-Produccion;57;12946,5;17473,55
41426;CABA;Femenino;Litio-Produccion;1;29552;29552
41426;CABA;Masculino;Litio-Produccion;1;18600,5;18600,5
41426;Catamarca;Femenino;Litio-Produccion;15;16171,7;21620,19
41426;Catamarca;Masculino;Litio-Produccion;199;25444,4;29285,81
41426;Jujuy;Femenino;Litio-exploración y financiación;3;26850,1;24638,34
41426;Jujuy;Femenino;Litio-Produccion;23;15000;14951,23
41426;Jujuy;Masculino;Litio-exploración y financiación;19;12155,1;30404,83
41426;Jujuy;Masculino;Litio-Produccion;114;10709;17104,47
41426;Mendoza;Femenino;Litio-Produccion;2;42873,5;42873,5
41426;Mendoza;Masculino;Litio-Produccion;3;82945,6;85882,2
41426;Salta;Femenino;Litio-exploración y financiación;17;12869,7;15661,45
41426;Salta;Femenino;Litio-Produccion;24;17077,95;23375,66
41426;Salta;Masculino;Litio-exploración y financiación;174;10838,8;17000,99
41426;Salta;Masculino;Litio-Produccion;56;21944,65;29132,15
41456;Catamarca;Femenino;Litio-Produccion;15;12590,8;15638,73
41456;Catamarca;Masculino;Litio-Produccion;202;17123,5;21426,23
41456;Jujuy;Femenino;Litio-exploración y financiación;3;18735,2;17514,02
41456;Jujuy;Femenino;Litio-Produccion;22;10400;10562,22
41456;Jujuy;Masculino;Litio-exploración y financiación;19;8720,34;20632,15
41456;Jujuy;Masculino;Litio-Produccion;118;6305,78;9697,32
41456;Mendoza;Femenino;Litio-Produccion;1;36000,8;36000,8
41456;Mendoza;Masculino;Litio-Produccion;1;25000;25000
41456;Salta;Femenino;Litio-exploración y financiación;17;8579,81;10568
41456;Salta;Femenino;Litio-Produccion;23;11339,6;16261,78
41456;Salta;Masculino;Litio-exploración y financiación;172;7225,54;12732,31
41456;Salta;Masculino;Litio-Produccion;55;14526,1;19665,25
41487;CABA;Masculino;Litio-Produccion;1;12800,8;12800,8
41487;Catamarca;Femenino;Litio-Produccion;17;10792,1;15941,05
41487;Catamarca;Masculino;Litio-Produccion;204;16893,25;18813,72
41487;Jujuy;Femenino;Litio-exploración y financiación;3;17900,4;16425,65
41487;Jujuy;Femenino;Litio-Produccion;22;10400;10489,07
41487;Jujuy;Masculino;Litio-exploración y financiación;18;8911,63;26200,61
41487;Jujuy;Masculino;Litio-Produccion;129;6363,77;11492,98
41487;Mendoza;Femenino;Litio-Produccion;1;36000,8;36000,8
41487;Mendoza;Masculino;Litio-Produccion;1;25000;25000
41487;Salta;Femenino;Litio-exploración y financiación;17;8579,81;10337,41
41487;Salta;Femenino;Litio-Produccion;24;11087,4;13739,44
41487;Salta;Masculino;Litio-exploración y financiación;171;7233,49;11976,5
41487;Salta;Masculino;Litio-Produccion;55;14266,1;19487,99
41518;CABA;Masculino;Litio-Produccion;2;20800;20800
41518;Catamarca;Femenino;Litio-Produccion;16;9717,21;16776,59
41518;Catamarca;Masculino;Litio-Produccion;208;17602,9;21542,23
41518;Jujuy;Femenino;Litio-exploración y financiación;3;17900,7;16657,39
41518;Jujuy;Femenino;Litio-Produccion;22;15853;19206,82
41518;Jujuy;Masculino;Litio-exploración y financiación;18;9599,22;19661,34
41518;Jujuy;Masculino;Litio-Produccion;129;11700;17133,58
41518;Mendoza;Femenino;Litio-Produccion;1;36000,6;36000,6
41518;Mendoza;Masculino;Litio-Produccion;1;25000;25000
41518;Salta;Femenino;Litio-exploración y financiación;17;8579,81;10324,96
41518;Salta;Femenino;Litio-Produccion;24;11087,4;14091,4
41518;Salta;Masculino;Litio-exploración y financiación;170;8182,52;12495,12
41518;Salta;Masculino;Litio-Produccion;54;13530,55;19008,42
41548;CABA;Masculino;Litio-Produccion;1;12800;12800
41548;Catamarca;Femenino;Litio-Produccion;15;10638;17498,65
41548;Catamarca;Masculino;Litio-Produccion;205;17446,3;22270,55
41548;Jujuy;Femenino;Litio-exploración y financiación;3;19690,7;18121,82
41548;Jujuy;Femenino;Litio-Produccion;22;11850;11328,64
41548;Jujuy;Masculino;Litio-exploración y financiación;18;9679,33;20221,35
41548;Jujuy;Masculino;Litio-Produccion;133;7000;12354,46
41548;Mendoza;Femenino;Litio-Produccion;1;16000,6;16000,6
41548;Mendoza;Masculino;Litio-Produccion;1;25000;25000
41548;Salta;Femenino;Litio-exploración y financiación;17;8579,81;10694,16
41548;Salta;Femenino;Litio-Produccion;25;11334,7;14241,71
41548;Salta;Masculino;Litio-exploración y financiación;169;8191,27;13053,26
41548;Salta;Masculino;Litio-Produccion;55;14580,1;21239,6
41579;CABA;Masculino;Litio-Produccion;1;12800;12800
41579;Catamarca;Femenino;Litio-Produccion;14;9743,09;15577,51
41579;Catamarca;Masculino;Litio-Produccion;204;17020,85;18990,54
41579;Jujuy;Femenino;Litio-exploración y financiación;3;19690,7;18192,6
41579;Jujuy;Femenino;Litio-Produccion;25;11500;10960,9
41579;Jujuy;Masculino;Litio-exploración y financiación;18;9839,99;20576,94
41579;Jujuy;Masculino;Litio-Produccion;131;7169,49;10712,23
41579;Mendoza;Femenino;Litio-Produccion;1;16000,6;16000,6
41579;Salta;Femenino;Litio-exploración y financiación;17;7558,85;10175,18
41579;Salta;Femenino;Litio-Produccion;25;11334,7;14241,71
41579;Salta;Masculino;Litio-exploración y financiación;167;8442,05;13592,9
41579;Salta;Masculino;Litio-Produccion;53;15173,9;21299,38
41609;CABA;Masculino;Litio-Produccion;1;19200;19200
41609;Catamarca;Femenino;Litio-Produccion;14;20560,5;27202,73
41609;Catamarca;Masculino;Litio-Produccion;205;29508,9;34947,17
41609;Jujuy;Femenino;Litio-exploración y financiación;3;29534,6;27217,89
41609;Jujuy;Femenino;Litio-Produccion;25;17250,5;17151,55
41609;Jujuy;Masculino;Litio-exploración y financiación;18;14722;31684,44
41609;Jujuy;Masculino;Litio-Produccion;128;11262,5;17254,66
41609;Mendoza;Femenino;Litio-Produccion;1;34000,5;34000,5
41609;Salta;Femenino;Litio-exploración y financiación;17;11288;16549,92
41609;Salta;Femenino;Litio-Produccion;25;17604,7;23320,21
41609;Salta;Masculino;Litio-exploración y financiación;163;13172,3;21421,49
41609;Salta;Masculino;Litio-Produccion;52;26273,5;33084,7
41640;CABA;Masculino;Litio-Produccion;1;12800;12800
41640;Catamarca;Femenino;Litio-Produccion;14;20960,45;22863,44
41640;Catamarca;Masculino;Litio-Produccion;204;28600,55;32111,49
41640;Jujuy;Femenino;Litio-exploración y financiación;3;21527,8;18902,66
41640;Jujuy;Femenino;Litio-Produccion;27;9621,33;12693,38
41640;Jujuy;Masculino;Litio-exploración y financiación;18;10291,19;24234,07
41640;Jujuy;Masculino;Litio-Produccion;127;7070,86;11303,14
41640;Mendoza;Femenino;Litio-Produccion;1;16000,9;16000,9
41640;Salta;Femenino;Litio-exploración y financiación;18;8662,31;10270,3
41640;Salta;Femenino;Litio-Produccion;25;12298,2;14335,56
41640;Salta;Masculino;Litio-exploración y financiación;159;8970,08;14491,74
41640;Salta;Masculino;Litio-Produccion;54;22483,2;35256,09
41671;CABA;Masculino;Litio-Produccion;1;12800;12800
41671;Catamarca;Femenino;Litio-Produccion;14;24973,55;39309,78
41671;Catamarca;Masculino;Litio-Produccion;206;26610,15;33081,19
41671;Jujuy;Femenino;Litio-exploración y financiación;3;21265,7;19571,85
41671;Jujuy;Femenino;Litio-Produccion;28;11375;13360,83
41671;Jujuy;Masculino;Litio-exploración y financiación;18;10699,15;37110,63
41671;Jujuy;Masculino;Litio-Produccion;128;7999,37;13676,98
41671;Mendoza;Femenino;Litio-Produccion;1;16000,9;16000,9
41671;Salta;Femenino;Litio-exploración y financiación;17;8196,16;10840,49
41671;Salta;Femenino;Litio-Produccion;25;20159,6;27174,44
41671;Salta;Masculino;Litio-exploración y financiación;156;9679,92;15573,82
41671;Salta;Masculino;Litio-Produccion;55;22795;34586,98
41699;CABA;Masculino;Litio-Produccion;1;12800;12800
41699;Catamarca;Femenino;Litio-Produccion;14;18039,35;22424,48
41699;Catamarca;Masculino;Litio-Produccion;205;23941,1;29142,3
41699;Jujuy;Femenino;Litio-exploración y financiación;3;21265,5;19590,83
41699;Jujuy;Femenino;Litio-Produccion;28;13215,3;25872,55
41699;Jujuy;Masculino;Litio-exploración y financiación;16;10453,7;25153,34
41699;Jujuy;Masculino;Litio-Produccion;130;8522,94;14170,12
41699;Mendoza;Femenino;Litio-Produccion;1;19200,3;19200,3
41699;Salta;Femenino;Litio-exploración y financiación;16;9369,19;11411,28
41699;Salta;Femenino;Litio-Produccion;25;11576,3;17361,91
41699;Salta;Masculino;Litio-exploración y financiación;155;9688,09;15919,08
41699;Salta;Masculino;Litio-Produccion;55;18790,9;34278,84
41730;CABA;Masculino;Litio-Produccion;1;12800;12800
41730;Catamarca;Femenino;Litio-Produccion;15;21311,8;24745,17
41730;Catamarca;Masculino;Litio-Produccion;207;28232,2;31129,2
41730;Jujuy;Femenino;Litio-exploración y financiación;3;30935,7;29735,1
41730;Jujuy;Femenino;Litio-Produccion;29;11250;13863,74
41730;Jujuy;Masculino;Litio-exploración y financiación;15;36295,4;48038,68
41730;Jujuy;Masculino;Litio-Produccion;134;9633,94;14559,88
41730;Mendoza;Femenino;Litio-Produccion;1;19200,5;19200,5
41730;Salta;Femenino;Litio-exploración y financiación;16;10839,15;12109,88
41730;Salta;Femenino;Litio-Produccion;25;17255,9;27623,13
41730;Salta;Masculino;Litio-exploración y financiación;154;9688,01;17038,64
41730;Salta;Masculino;Litio-Produccion;55;24267,1;37174,7
41760;CABA;Masculino;Litio-Produccion;1;106895;106895
41760;Catamarca;Femenino;Litio-Produccion;15;16579,6;24586,61
41760;Catamarca;Masculino;Litio-Produccion;207;20503,1;24913,51
41760;Jujuy;Femenino;Litio-exploración y financiación;2;29604,5;29604,5
41760;Jujuy;Femenino;Litio-Produccion;30;13215,3;14585,81
41760;Jujuy;Masculino;Litio-exploración y financiación;5;14822,8;46197,18
41760;Jujuy;Masculino;Litio-Produccion;135;9633,94;14520,89
41760;Salta;Femenino;Litio-exploración y financiación;16;9912,22;12689,09
41760;Salta;Femenino;Litio-Produccion;24;15101,5;18738,96
41760;Salta;Masculino;Litio-exploración y financiación;157;10877;17182,03
41760;Salta;Masculino;Litio-Produccion;52;16745,7;25534,82
41791;Catamarca;Femenino;Litio-Produccion;16;24092,5;35808,16
41791;Catamarca;Masculino;Litio-Produccion;210;38971,65;43123,2
41791;Jujuy;Femenino;Litio-exploración y financiación;2;176513,8;176513,8
41791;Jujuy;Femenino;Litio-Produccion;30;16875;21115,13
41791;Jujuy;Masculino;Litio-exploración y financiación;5;22234,8;57718,98
41791;Jujuy;Masculino;Litio-Produccion;149;13101;20349,03
41791;Mendoza;Femenino;Litio-Produccion;1;32832,8;32832,8
41791;Salta;Femenino;Litio-exploración y financiación;16;14868,35;18689,66
41791;Salta;Femenino;Litio-Produccion;24;24959,6;31102,88
41791;Salta;Masculino;Litio-exploración y financiación;158;16628,25;30000,26
41791;Salta;Masculino;Litio-Produccion;54;29912,35;42841,41
41821;Catamarca;Femenino;Litio-Produccion;18;12619,5;20539,57
41821;Catamarca;Masculino;Litio-Produccion;211;23098,2;26804,91
41821;Jujuy;Femenino;Litio-Produccion;32;11250;13694,37
41821;Jujuy;Masculino;Litio-Produccion;150;8168,83;13744,34
41821;Mendoza;Femenino;Litio-Produccion;1;19200,5;19200,5
41821;Salta;Femenino;Litio-exploración y financiación;17;10527,7;12988,17
41821;Salta;Femenino;Litio-Produccion;24;17035,3;21806,04
41821;Salta;Masculino;Litio-exploración y financiación;160;11520,4;17666,34
41821;Salta;Masculino;Litio-Produccion;54;19640,35;29307,66
41852;Catamarca;Femenino;Litio-Produccion;18;16680,1;23751,36
41852;Catamarca;Masculino;Litio-Produccion;212;25452,8;30534,12
41852;Jujuy;Femenino;Litio-Produccion;32;18603,6;24230,78
41852;Jujuy;Masculino;Litio-Produccion;149;19557,8;26481,53
41852;Mendoza;Femenino;Litio-Produccion;1;19200,5;19200,5
41852;Salta;Femenino;Litio-exploración y financiación;17;10527,7;15085,63
41852;Salta;Femenino;Litio-Produccion;25;18361,6;21861,88
41852;Salta;Masculino;Litio-exploración y financiación;160;12605,45;25146,78
41852;Salta;Masculino;Litio-Produccion;54;19732,25;29368,59
41883;Catamarca;Femenino;Litio-Produccion;17;15833,8;24015,35
41883;Catamarca;Masculino;Litio-Produccion;208;28065;33696,68
41883;Jujuy;Femenino;Litio-Produccion;31;11475,8;14041,69
41883;Jujuy;Masculino;Litio-Produccion;158;7668,04;12927,55
41883;Mendoza;Femenino;Litio-Produccion;1;22200,5;22200,5
41883;Salta;Femenino;Litio-exploración y financiación;17;10893,6;14847,19
41883;Salta;Femenino;Litio-Produccion;25;18361,6;22248,97
41883;Salta;Masculino;Litio-exploración y financiación;155;11929,7;20801,66
41883;Salta;Masculino;Litio-Produccion;56;21300,4;30477,47
41913;Catamarca;Femenino;Litio-Produccion;17;20545,3;26640,22
41913;Catamarca;Masculino;Litio-Produccion;206;28432,55;30407,57
41913;Jujuy;Femenino;Litio-Produccion;33;15000;15087,89
41913;Jujuy;Masculino;Litio-Produccion;161;7873,13;13265,97
41913;Salta;Femenino;Litio-exploración y financiación;17;10527,7;13316,56
41913;Salta;Femenino;Litio-Produccion;25;18956,1;22281,31
41913;Salta;Masculino;Litio-exploración y financiación;156;12033,25;24843,99
41913;Salta;Masculino;Litio-Produccion;56;25034,25;30505,07
41944;Catamarca;Femenino;Litio-Produccion;18;18525,2;25188,96
41944;Catamarca;Masculino;Litio-Produccion;206;29463,8;31709,02
41944;Jujuy;Femenino;Litio-Produccion;38;11250;13451,41
41944;Jujuy;Masculino;Litio-Produccion;190;7723,5;11625,56
41944;Mendoza;Femenino;Litio-Produccion;1;22201;22201
41944;Salta;Femenino;Litio-exploración y financiación;18;10534,95;20055,36
41944;Salta;Femenino;Litio-Produccion;25;18361,6;22316,9
41944;Salta;Masculino;Litio-exploración y financiación;151;12366,2;20764,95
41944;Salta;Masculino;Litio-Produccion;59;27513;30600,73
41944;San Juan;Masculino;Litio-Produccion;1;3346,85;3346,85
41974;Catamarca;Femenino;Litio-Produccion;18;22478,15;35480,79
41974;Catamarca;Masculino;Litio-Produccion;207;39540,3;43100,55
41974;Jujuy;Femenino;Litio-Produccion;38;17117,9;19666,66
41974;Jujuy;Masculino;Litio-Produccion;209;11885,5;16981,76
41974;Mendoza;Femenino;Litio-Produccion;1;33300,9;33300,9
41974;Salta;Femenino;Litio-exploración y financiación;18;18274,25;28957,55
41974;Salta;Femenino;Litio-Produccion;24;26043,6;31872
41974;Salta;Masculino;Litio-exploración y financiación;153;19136,9;35982,26
41974;Salta;Masculino;Litio-Produccion;61;35386,5;44093,76
42005;CABA;Femenino;Litio-Produccion;1;22200,8;22200,8
42005;CABA;Masculino;Litio-Produccion;1;23921,6;23921,6
42005;Catamarca;Femenino;Litio-Produccion;18;25422,9;34271,04
42005;Catamarca;Masculino;Litio-Produccion;208;42835;44737,89
42005;Jujuy;Femenino;Litio-Produccion;39;14990;18664,13
42005;Jujuy;Masculino;Litio-Produccion;197;10272,6;16013,05
42005;Salta;Femenino;Litio-exploración y financiación;19;15699,6;24444,61
42005;Salta;Femenino;Litio-Produccion;24;24755,4;26480,7
42005;Salta;Masculino;Litio-exploración y financiación;150;12588,1;24363,97
42005;Salta;Masculino;Litio-Produccion;60;37388,85;40048,58
42036;CABA;Femenino;Litio-Produccion;1;22200;22200
42036;CABA;Masculino;Litio-Produccion;1;13966,2;13966,2
42036;Catamarca;Femenino;Litio-Produccion;19;19269,6;33886,34
42036;Catamarca;Masculino;Litio-Produccion;212;30931,05;38773,21
42036;Jujuy;Femenino;Litio-Produccion;39;14990;18226,75
42036;Jujuy;Masculino;Litio-Produccion;195;9462,78;15352,47
42036;Salta;Femenino;Litio-exploración y financiación;20;15000;23432,3
42036;Salta;Femenino;Litio-Produccion;24;36597,3;41157,9
42036;Salta;Masculino;Litio-exploración y financiación;156;16322,55;43839,33
42036;Salta;Masculino;Litio-Produccion;63;31530,5;47957,64
42064;Catamarca;Femenino;Litio-Produccion;19;16342,5;39663,98
42064;Catamarca;Masculino;Litio-Produccion;212;29609,4;39597,57
42064;Jujuy;Femenino;Litio-Produccion;34;14990;17939,45
42064;Jujuy;Masculino;Litio-Produccion;172;9597;17006,59
42064;Mendoza;Femenino;Litio-Produccion;1;22200,3;22200,3
42064;Salta;Femenino;Litio-exploración y financiación;20;15000;23426,66
42064;Salta;Femenino;Litio-Produccion;24;20456,15;33544,42
42064;Salta;Masculino;Litio-exploración y financiación;122;14063,9;25661,27
42064;Salta;Masculino;Litio-Produccion;63;25442,3;54377,83
42095;Catamarca;Femenino;Litio-Produccion;21;16016;24663,64
42095;Catamarca;Masculino;Litio-Produccion;213;28111,6;30695,69
42095;Jujuy;Femenino;Litio-Produccion;34;15894,9;21455,17
42095;Jujuy;Masculino;Litio-Produccion;172;10272,6;18009,57
42095;Mendoza;Femenino;Litio-Produccion;1;22200,3;22200,3
42095;Salta;Femenino;Litio-exploración y financiación;20;15000;24282
42095;Salta;Femenino;Litio-Produccion;24;20281,55;25305,85
42095;Salta;Masculino;Litio-exploración y financiación;123;14173;27585,96
42095;Salta;Masculino;Litio-Produccion;63;22755,7;33698,22
42125;CABA;Masculino;Litio-Produccion;1;5000;5000
42125;Catamarca;Femenino;Litio-Produccion;21;16016;24489,73
42125;Catamarca;Masculino;Litio-Produccion;211;27000;29648,31
42125;Jujuy;Femenino;Litio-Produccion;33;15187,5;20120,32
42125;Jujuy;Masculino;Litio-Produccion;180;13583,7;17010,26
42125;Mendoza;Femenino;Litio-Produccion;1;22510;22510
42125;Salta;Femenino;Litio-exploración y financiación;20;15000;23625,37
42125;Salta;Femenino;Litio-Produccion;24;21345,7;25739,6
42125;Salta;Masculino;Litio-exploración y financiación;116;13893,6;26339,95
42125;Salta;Masculino;Litio-Produccion;62;22312,75;33287,58
42156;CABA;Masculino;Litio-Produccion;1;7500;7500
42156;Catamarca;Femenino;Litio-Produccion;21;32014,7;46898,84
42156;Catamarca;Masculino;Litio-Produccion;212;53400,8;57377,38
42156;Jujuy;Femenino;Litio-Produccion;34;22684,85;31256,1
42156;Jujuy;Masculino;Litio-Produccion;192;18184,8;26561,2
42156;Mendoza;Femenino;Litio-Produccion;1;33609,9;33609,9
42156;Salta;Femenino;Litio-exploración y financiación;20;25356,25;40290,34
42156;Salta;Femenino;Litio-Produccion;24;36398,35;46125,64
42156;Salta;Masculino;Litio-exploración y financiación;117;26480,5;47946,94
42156;Salta;Masculino;Litio-Produccion;63;41703,9;60275,64
42186;CABA;Masculino;Litio-Produccion;1;5000;5000
42186;Catamarca;Femenino;Litio-Produccion;23;18725,6;29133,02
42186;Catamarca;Masculino;Litio-Produccion;214;30682;33804,24
42186;Jujuy;Femenino;Litio-Produccion;33;14990;19612,71
42186;Jujuy;Masculino;Litio-Produccion;191;12123,2;21958,66
42186;Mendoza;Femenino;Litio-Produccion;1;22200;22200
42186;Salta;Femenino;Litio-exploración y financiación;20;16434,45;28842,52
42186;Salta;Femenino;Litio-Produccion;23;24156,5;28730,6
42186;Salta;Masculino;Litio-exploración y financiación;117;16603,8;31008,3
42186;Salta;Masculino;Litio-Produccion;62;26683,5;38407,2
42217;CABA;Masculino;Litio-Produccion;1;5000;5000
42217;Catamarca;Femenino;Litio-Produccion;22;18819,25;29077,41
42217;Catamarca;Masculino;Litio-Produccion;215;30602,7;34061,91
42217;Jujuy;Femenino;Litio-Produccion;33;14990;20100,9
42217;Jujuy;Masculino;Litio-Produccion;189;12123,2;19555,94
42217;Mendoza;Femenino;Litio-Produccion;1;22200;22200
42217;Salta;Femenino;Litio-exploración y financiación;20;16036,1;27293,22
42217;Salta;Femenino;Litio-Produccion;23;24156,5;28666,66
42217;Salta;Masculino;Litio-exploración y financiación;115;17653,7;34153,46
42217;Salta;Masculino;Litio-Produccion;61;26153,1;38856,97
42248;CABA;Masculino;Litio-Produccion;1;5000;5000
42248;Catamarca;Femenino;Litio-Produccion;22;20903,5;30652,89
42248;Catamarca;Masculino;Litio-Produccion;216;32212,2;36121,52
42248;Jujuy;Femenino;Litio-Produccion;33;29437,1;37022,01
42248;Jujuy;Masculino;Litio-Produccion;189;25650;36058,32
42248;Mendoza;Femenino;Litio-Produccion;1;22200;22200
42248;Salta;Femenino;Litio-exploración y financiación;21;15000;26259,75
42248;Salta;Femenino;Litio-Produccion;23;24938,7;30985,32
42248;Salta;Masculino;Litio-exploración y financiación;116;17653,7;30685,61
42248;Salta;Masculino;Litio-Produccion;60;35452,25;45160,46
42278;CABA;Masculino;Litio-Produccion;1;5000;5000
42278;Catamarca;Femenino;Litio-Produccion;21;19611,8;30723,86
42278;Catamarca;Masculino;Litio-Produccion;211;32350,7;35342,07
42278;Jujuy;Femenino;Litio-Produccion;32;15413;35555,4
42278;Jujuy;Masculino;Litio-Produccion;189;12405,8;18831,11
42278;Mendoza;Femenino;Litio-Produccion;1;22200;22200
42278;Salta;Femenino;Litio-exploración y financiación;21;18281,8;35659,95
42278;Salta;Femenino;Litio-Produccion;23;24938,7;30985,32
42278;Salta;Masculino;Litio-exploración y financiación;118;17257,95;33104,41
42278;Salta;Masculino;Litio-Produccion;54;28141,95;41731,99
42309;CABA;Masculino;Litio-Produccion;1;5000;5000
42309;Catamarca;Femenino;Litio-Produccion;21;18563,7;30440,39
42309;Catamarca;Masculino;Litio-Produccion;211;33716,3;36699,95
42309;Jujuy;Femenino;Litio-Produccion;32;14990;21497,45
42309;Jujuy;Masculino;Litio-Produccion;190;12789,6;21308,03
42309;Mendoza;Femenino;Litio-Produccion;1;22200;22200
42309;Salta;Femenino;Litio-exploración y financiación;20;26613,5;44434,78
42309;Salta;Femenino;Litio-Produccion;23;24938,7;30985,32
42309;Salta;Masculino;Litio-exploración y financiación;118;18462,4;48348,45
42309;Salta;Masculino;Litio-Produccion;56;29647;39954,49
42339;CABA;Masculino;Litio-Produccion;1;7500;7500
42339;Catamarca;Femenino;Litio-Produccion;21;28439;46173,88
42339;Catamarca;Masculino;Litio-Produccion;210;54137;59736,37
42339;Jujuy;Femenino;Litio-Produccion;33;22485;33516,18
42339;Jujuy;Masculino;Litio-Produccion;190;19779,75;27525,71
42339;Mendoza;Femenino;Litio-Produccion;1;33300;33300
42339;Salta;Femenino;Litio-exploración y financiación;18;28532,2;44851,48
42339;Salta;Femenino;Litio-Produccion;23;38545,2;46379,96
42339;Salta;Masculino;Litio-exploración y financiación;106;25275,65;50418
42339;Salta;Masculino;Litio-Produccion;56;46848,8;65228,71
42370;CABA;Masculino;Litio-Produccion;1;5000;5000
42370;Catamarca;Femenino;Litio-Produccion;21;32812,2;47093,51
42370;Catamarca;Masculino;Litio-Produccion;205;60459,7;66065,7
42370;Jujuy;Femenino;Litio-Produccion;35;24603,8;27019,17
42370;Jujuy;Masculino;Litio-Produccion;193;14534,3;24284,63
42370;Mendoza;Femenino;Litio-Produccion;1;23236;23236
42370;Salta;Femenino;Litio-exploración y financiación;18;23483,5;34046,25
42370;Salta;Femenino;Litio-Produccion;23;32754;39105,68
42370;Salta;Masculino;Litio-exploración y financiación;106;18294,7;38287,21
42370;Salta;Masculino;Litio-Produccion;55;50341,2;55666,05
42401;CABA;Masculino;Litio-Produccion;1;5467;5467
42401;Catamarca;Femenino;Litio-Produccion;21;30221,9;74966,47
42401;Catamarca;Masculino;Litio-Produccion;203;44859,8;58421,59
42401;Jujuy;Femenino;Litio-Produccion;37;26426,2;27246,76
42401;Jujuy;Masculino;Litio-Produccion;216;16256,05;24063,75
42401;Mendoza;Femenino;Litio-Produccion;1;22200;22200
42401;Salta;Femenino;Litio-exploración y financiación;18;23483,5;33840,32
42401;Salta;Femenino;Litio-Produccion;24;49367,35;84608,39
42401;Salta;Masculino;Litio-exploración y financiación;105;18012,7;36095,06
42401;Salta;Masculino;Litio-Produccion;56;44596,35;69469,95
42430;CABA;Masculino;Litio-Produccion;1;5000;5000
42430;Catamarca;Femenino;Litio-Produccion;20;31592,25;44644,98
42430;Catamarca;Masculino;Litio-Produccion;202;51032,8;62736,85
42430;Jujuy;Femenino;Litio-Produccion;39;26426,2;28358,25
42430;Jujuy;Masculino;Litio-Produccion;221;18136,6;25357,34
42430;Mendoza;Femenino;Litio-Produccion;1;29970;29970
42430;Mendoza;Masculino;Litio-Produccion;5;30669,6;41253,32
42430;Salta;Femenino;Litio-exploración y financiación;18;27378,55;40619,6
42430;Salta;Femenino;Litio-Produccion;22;35281,05;37238,88
42430;Salta;Masculino;Litio-exploración y financiación;105;22880,2;42820,21
42430;Salta;Masculino;Litio-Produccion;57;39439,1;62979,71
42461;Catamarca;Femenino;Litio-Produccion;20;21997,3;32983,64
