año_mes;provincia_zona;genero;rubro;Cantidad;remuneracion_Med;remuneracion_prom
40299;Salta;Masculino;Litio-exploración y financiación;54;3695;4577,98
40299;Salta;Masculino;Litio-Produccion;51;5514,07;6481,31
40330;Catamarca;Femenino;Litio-Produccion;11;9676,02;8436,71
40330;Catamarca;Masculino;Litio-Produccion;150;9987,45;8839,73
40330;Jujuy;Femenino;Litio-exploración y financiación;2;9653,61;9653,61
40330;Jujuy;Femenino;Litio-Produccion;3;1395,75;2366,76
40330;Jujuy;Masculino;Litio-exploración y financiación;15;4700,02;6440,97
40330;Jujuy;Masculino;Litio-Produccion;38;3958,74;4489,1
40330;Mendoza;Femenino;Litio-Produccion;13;10000;8675,79
40330;Mendoza;Masculino;Litio-Produccion;12;10000;8998,04
40330;Salta;Femenino;Litio-exploración y financiación;4;5662,01;5904,51
40330;Salta;Femenino;Litio-Produccion;16;7979,76;8230,54
40330;Salta;Masculino;Litio-exploración y financiación;53;5630,01;6423,08
40330;Salta;Masculino;Litio-Produccion;49;9511,78;8622,89
40360;Catamarca;Femenino;Litio-Produccion;8;6904,33;7345,54
40360;Catamarca;Masculino;Litio-Produccion;149;6366,89;6703,65
40360;Jujuy;Femenino;Litio-exploración y financiación;2;7266,63;7266,63
40360;Jujuy;Femenino;Litio-Produccion;3;2220;3226,47
40360;Jujuy;Masculino;Litio-exploración y financiación;17;4048;5390,09
40360;Jujuy;Masculino;Litio-Produccion;40;4410;4630,47
40360;Mendoza;Femenino;Litio-Produccion;13;6800;7138,46
40360;Mendoza;Masculino;Litio-Produccion;13;8000;7769,23
40360;Salta;Femenino;Litio-exploración y financiación;4;3665,26;3886,12
40360;Salta;Femenino;Litio-Produccion;16;5288,98;6551,47
40360;Salta;Masculino;Litio-exploración y financiación;54;3868,38;4543,43
40360;Salta;Masculino;Litio-Produccion;50;6767,04;7089,6
40391;Catamarca;Femenino;Litio-Produccion;9;5551,57;6425,29
40391;Catamarca;Masculino;Litio-Produccion;150;6337,56;6581,41
40391;Jujuy;Femenino;Litio-exploración y financiación;2;6960,07;6960,07
40391;Jujuy;Femenino;Litio-Produccion;3;2503,22;2541,07
40391;Jujuy;Masculino;Litio-exploración y financiación;17;4084,8;5367,74
40391;Jujuy;Masculino;Litio-Produccion;41;2500;3618,15
40391;Mendoza;Femenino;Litio-Produccion;13;6800;7074,22
40391;Mendoza;Masculino;Litio-Produccion;15;8000;7432,68
40391;Salta;Femenino;Litio-exploración y financiación;4;3766,85;3941,41
40391;Salta;Femenino;Litio-Produccion;15;4769,23;6141,5
40391;Salta;Masculino;Litio-exploración y financiación;56;3715,77;4490,89
40391;Salta;Masculino;Litio-Produccion;51;6341,19;6870,35
40422;Catamarca;Femenino;Litio-Produccion;10;5860,56;6163,44
40422;Catamarca;Masculino;Litio-Produccion;151;6874,2;6983,35
40422;Jujuy;Femenino;Litio-exploración y financiación;2;7558,62;7558,62
40422;Jujuy;Femenino;Litio-Produccion;3;3013,02;2944,34
40422;Jujuy;Masculino;Litio-exploración y financiación;17;4412,32;5324,02
40422;Jujuy;Masculino;Litio-Produccion;42;2710;3738,46
40422;Mendoza;Femenino;Litio-Produccion;15;6800;6672,84
40422;Mendoza;Masculino;Litio-Produccion;16;7500;7393,75
40422;Salta;Femenino;Litio-exploración y financiación;4;4056,65;4260,96
40422;Salta;Femenino;Litio-Produccion;17;5808,72;6368,04
40422;Salta;Masculino;Litio-exploración y financiación;58;4378,82;4993,75
40422;Salta;Masculino;Litio-Produccion;51;7229,44;7206,27
40452;Catamarca;Femenino;Litio-Produccion;10;6912,26;6431,68
40452;Catamarca;Masculino;Litio-Produccion;152;6181,27;6519,82
40452;Jujuy;Femenino;Litio-exploración y financiación;2;8381,62;8381,62
40452;Jujuy;Femenino;Litio-Produccion;3;3112,46;2977,49
40452;Jujuy;Masculino;Litio-exploración y financiación;17;4452,43;5572,95
40452;Jujuy;Masculino;Litio-Produccion;78;3050;3472,79
40452;Mendoza;Femenino;Litio-Produccion;15;6800;7016,05
40452;Mendoza;Masculino;Litio-Produccion;18;7000;6950,14
40452;Salta;Femenino;Litio-exploración y financiación;4;3995,12;4236,81
40452;Salta;Femenino;Litio-Produccion;17;5808,72;5967,16
40452;Salta;Masculino;Litio-exploración y financiación;57;4773,46;4972,81
40452;Salta;Masculino;Litio-Produccion;52;6523,77;6960,13
40483;Catamarca;Femenino;Litio-Produccion;10;7197,74;6334,8
40483;Catamarca;Masculino;Litio-Produccion;153;6858,76;6902,27
40483;Jujuy;Femenino;Litio-exploración y financiación;2;8381,62;8381,62
40483;Jujuy;Femenino;Litio-Produccion;4;3751,54;3690,73
40483;Jujuy;Masculino;Litio-exploración y financiación;17;4452,43;5641,04
40483;Jujuy;Masculino;Litio-Produccion;90;3050;3662,79
40483;Mendoza;Femenino;Litio-Produccion;14;7150;7292,46
40483;Mendoza;Masculino;Litio-Produccion;15;8000;8205
40483;Salta;Femenino;Litio-exploración y financiación;4;4571,83;4566,59
40483;Salta;Femenino;Litio-Produccion;18;5607,9;6172,59
40483;Salta;Masculino;Litio-exploración y financiación;63;4412,32;4899,39
40483;Salta;Masculino;Litio-Produccion;54;7505,68;7320,17
40513;Catamarca;Femenino;Litio-Produccion;9;10800,2;15355,85
40513;Catamarca;Masculino;Litio-Produccion;151;11477,9;12981,07
40513;Jujuy;Femenino;Litio-exploración y financiación;2;13970,95;13970,95
40513;Jujuy;Femenino;Litio-Produccion;4;5694,43;5212,06
40513;Jujuy;Masculino;Litio-exploración y financiación;17;6678,65;20351,11
40513;Jujuy;Masculino;Litio-Produccion;90;3812,5;5504,08
40513;Mendoza;Femenino;Litio-Produccion;12;10093,2;12516,71
40513;Mendoza;Masculino;Litio-Produccion;15;12000;14746,45
40513;Salta;Femenino;Litio-exploración y financiación;5;7050,45;6023,24
40513;Salta;Femenino;Litio-Produccion;21;9216,52;10493,94
40513;Salta;Masculino;Litio-exploración y financiación;63;6661,65;9790,5
40513;Salta;Masculino;Litio-Produccion;56;11692,2;17858,95
40544;Catamarca;Femenino;Litio-Produccion;9;7540,71;10204,31
40544;Catamarca;Masculino;Litio-Produccion;153;6686,73;8262,42
40544;Jujuy;Femenino;Litio-exploración y financiación;2;8536,47;8536,47
40544;Jujuy;Femenino;Litio-Produccion;14;8080,12;10630,16
40544;Jujuy;Masculino;Litio-exploración y financiación;17;4699,91;12608,81
40544;Jujuy;Masculino;Litio-Produccion;102;4050,5;6514,1
40544;Mendoza;Femenino;Litio-Produccion;6;11100,85;16533,9
40544;Mendoza;Masculino;Litio-Produccion;5;28000,9;27512,34
40544;Salta;Femenino;Litio-exploración y financiación;6;3615,51;3183,57
40544;Salta;Femenino;Litio-Produccion;21;6621,57;7853,58
40544;Salta;Masculino;Litio-exploración y financiación;64;4562,08;6678,02
40544;Salta;Masculino;Litio-Produccion;59;7394,35;11844,07
40575;Catamarca;Femenino;Litio-Produccion;10;13588,4;20735,35
40575;Catamarca;Masculino;Litio-Produccion;157;12381,4;15827,1
40575;Jujuy;Femenino;Litio-exploración y financiación;2;9753,84;9753,84
40575;Jujuy;Femenino;Litio-Produccion;14;6700;8093,55
40575;Jujuy;Masculino;Litio-exploración y financiación;17;4452,43;13599,13
40575;Jujuy;Masculino;Litio-Produccion;107;3050;5808,16
40575;Mendoza;Femenino;Litio-Produccion;6;7762,62;10568,85
40575;Mendoza;Masculino;Litio-Produccion;6;18087,5;17573,83
40575;Salta;Femenino;Litio-exploración y financiación;5;4299,05;3780,66
40575;Salta;Femenino;Litio-Produccion;22;10781,99;12274,61
40575;Salta;Masculino;Litio-exploración y financiación;65;4216,88;6634,26
40575;Salta;Masculino;Litio-Produccion;59;12390,4;27561,77
40603;Catamarca;Femenino;Litio-Produccion;9;8682,86;12564,34
40603;Catamarca;Masculino;Litio-Produccion;156;7779,44;11931,1
40603;Jujuy;Femenino;Litio-exploración y financiación;3;6763,24;7178,18
40603;Jujuy;Femenino;Litio-Produccion;14;7000;7948,3
40603;Jujuy;Masculino;Litio-exploración y financiación;17;4452,43;13625,43
40603;Jujuy;Masculino;Litio-Produccion;100;3263,63;5693,22
40603;Mendoza;Femenino;Litio-Produccion;6;7100;9666,67
40603;Mendoza;Masculino;Litio-Produccion;6;18600;17250
40603;Salta;Femenino;Litio-exploración y financiación;5;3869,15;4174,33
40603;Salta;Femenino;Litio-Produccion;21;5819,05;8457,25
40603;Salta;Masculino;Litio-exploración y financiación;65;4310,95;6830,93
40603;Salta;Masculino;Litio-Produccion;57;9936,99;16155,84
40634;Catamarca;Femenino;Litio-Produccion;9;8209,89;12507,08
40634;Catamarca;Masculino;Litio-Produccion;152;7973,06;9378,89
40634;Jujuy;Femenino;Litio-exploración y financiación;3;6763,24;6338,82
40634;Jujuy;Femenino;Litio-Produccion;14;7000;7973,4
40634;Jujuy;Masculino;Litio-exploración y financiación;17;4452,43;13461,13
40634;Jujuy;Masculino;Litio-Produccion;101;3263,63;5757,08
40634;Mendoza;Femenino;Litio-Produccion;6;7100;9666,67
40634;Mendoza;Masculino;Litio-Produccion;6;18600;17250
40634;Salta;Femenino;Litio-exploración y financiación;4;4571,83;4847,98
40634;Salta;Femenino;Litio-Produccion;20;5961,81;7971,28
40634;Salta;Masculino;Litio-exploración y financiación;71;4216,88;6417,35
40634;Salta;Masculino;Litio-Produccion;57;9807,24;13337,54
40664;Catamarca;Femenino;Litio-Produccion;9;10376,8;12907,96
40664;Catamarca;Masculino;Litio-Produccion;153;9241,74;10325,91
40664;Jujuy;Femenino;Litio-exploración y financiación;3;6763,24;6343,77
40664;Jujuy;Femenino;Litio-Produccion;14;7500;8128,21
40664;Jujuy;Masculino;Litio-exploración y financiación;17;4452,43;13577,75
40664;Jujuy;Masculino;Litio-Produccion;100;3421,18;5826,72
40664;Mendoza;Femenino;Litio-Produccion;6;7100;9666,67
40664;Mendoza;Masculino;Litio-Produccion;6;18600;19250
40664;Salta;Femenino;Litio-exploración y financiación;4;4571,83;4896,45
40664;Salta;Femenino;Litio-Produccion;23;7549,57;9107,87
40664;Salta;Masculino;Litio-exploración y financiación;73;4431,35;6878,43
40664;Salta;Masculino;Litio-Produccion;58;9884,17;13539,11
40695;Catamarca;Femenino;Litio-Produccion;9;19456,5;23585,67
40695;Catamarca;Masculino;Litio-Produccion;153;19989,8;21112,27
40695;Jujuy;Femenino;Litio-exploración y financiación;3;16062,7;14806,14
40695;Jujuy;Femenino;Litio-Produccion;14;11250;13563,15
40695;Jujuy;Masculino;Litio-exploración y financiación;17;10574,5;24330,77
40695;Jujuy;Masculino;Litio-Produccion;107;5985,13;9106,39
40695;Mendoza;Femenino;Litio-Produccion;6;12650;17933,33
40695;Mendoza;Masculino;Litio-Produccion;6;32400;32708,33
40695;Salta;Femenino;Litio-exploración y financiación;4;10410,26;11255,58
40695;Salta;Femenino;Litio-Produccion;24;14888;16463,85
40695;Salta;Masculino;Litio-exploración y financiación;74;10259,1;13497,36
40695;Salta;Masculino;Litio-Produccion;58;19087,75;24592,41
40725;Catamarca;Femenino;Litio-Produccion;9;9969,12;14357,79
40725;Catamarca;Masculino;Litio-Produccion;154;8864,92;11078,4
40725;Jujuy;Femenino;Litio-exploración y financiación;3;8454,05;7949,34
40725;Jujuy;Femenino;Litio-Produccion;16;10100;13110,63
40725;Jujuy;Masculino;Litio-exploración y financiación;17;5565,54;14808,67
40725;Jujuy;Masculino;Litio-Produccion;112;3615;7558,95
40725;Mendoza;Femenino;Litio-Produccion;6;8200;11366,67
40725;Mendoza;Masculino;Litio-Produccion;7;18000;19602,33
40725;Salta;Femenino;Litio-exploración y financiación;4;5856,08;6162,23
40725;Salta;Femenino;Litio-Produccion;25;7509,8;18292,98
40725;Salta;Masculino;Litio-exploración y financiación;74;5522,05;7747,27
40725;Salta;Masculino;Litio-Produccion;58;10862,45;14512,25
40756;Catamarca;Femenino;Litio-Produccion;9;9851,87;13512,94
40756;Catamarca;Masculino;Litio-Produccion;154;9531,83;11155,56
40756;Jujuy;Femenino;Litio-exploración y financiación;3;8792,21;8069,07
40756;Jujuy;Femenino;Litio-Produccion;17;7000;10368,02
40756;Jujuy;Masculino;Litio-exploración y financiación;17;5615,68;14832,52
40756;Jujuy;Masculino;Litio-Produccion;112;6158,67;7937,74
40756;Mendoza;Femenino;Litio-Produccion;6;8200;11366,67
40756;Mendoza;Masculino;Litio-Produccion;7;18000;20002,14
40756;Salta;Femenino;Litio-exploración y financiación;4;5795,55;6057,02
40756;Salta;Femenino;Litio-Produccion;24;7309,37;9233,17
40756;Salta;Masculino;Litio-exploración y financiación;81;5388,69;7279,59
40756;Salta;Masculino;Litio-Produccion;59;11604,8;15468,29
40787;Catamarca;Femenino;Litio-Produccion;10;10892,58;27786,35
40787;Catamarca;Masculino;Litio-Produccion;156;9007,42;10717,44
40787;Jujuy;Femenino;Litio-exploración y financiación;3;8792,21;8076,03
40787;Jujuy;Femenino;Litio-Produccion;18;6400;7194,4
40787;Jujuy;Masculino;Litio-exploración y financiación;18;5590,61;14145,34
40787;Jujuy;Masculino;Litio-Produccion;118;3916,83;6110,51
40787;Mendoza;Femenino;Litio-Produccion;6;8200;11366,82
40787;Mendoza;Masculino;Litio-Produccion;6;22000;23067
40787;Salta;Femenino;Litio-exploración y financiación;5;5535,2;4938,93
40787;Salta;Femenino;Litio-Produccion;24;7285,27;9127,63
40787;Salta;Masculino;Litio-exploración y financiación;94;5229,8;6972,69
40787;Salta;Masculino;Litio-Produccion;58;11078,45;14933,2
40817;Catamarca;Femenino;Litio-Produccion;9;11933,3;14771,69
40817;Catamarca;Masculino;Litio-Produccion;158;9953,49;11884,89
40817;Jujuy;Femenino;Litio-exploración y financiación;3;10007,6;11484,02
40817;Jujuy;Femenino;Litio-Produccion;19;7000;7022,05
40817;Jujuy;Masculino;Litio-exploración y financiación;19;6681,99;14686,08
40817;Jujuy;Masculino;Litio-Produccion;124;4087,1;6314,63
40817;Mendoza;Femenino;Litio-Produccion;6;8200,17;11366,91
40817;Mendoza;Masculino;Litio-Produccion;6;22000;23067
40817;Salta;Femenino;Litio-exploración y financiación;6;6537,38;9634,51
40817;Salta;Femenino;Litio-Produccion;23;7340,54;9232,57
40817;Salta;Masculino;Litio-exploración y financiación;99;5935,51;7777,74
40817;Salta;Masculino;Litio-Produccion;58;12027,95;15398,49
40848;Catamarca;Femenino;Litio-Produccion;7;11933,3;15873,68
40848;Catamarca;Masculino;Litio-Produccion;159;10554,3;12050,33
40848;Jujuy;Femenino;Litio-exploración y financiación;3;9444,87;11090,62
40848;Jujuy;Femenino;Litio-Produccion;19;7000;7334,74
40848;Jujuy;Masculino;Litio-exploración y financiación;19;5975,09;13968,73
40848;Jujuy;Masculino;Litio-Produccion;122;4035,88;6915,91
40848;Mendoza;Femenino;Litio-Produccion;6;8200,17;11366,91
40848;Mendoza;Masculino;Litio-Produccion;6;22000;23067
40848;Salta;Femenino;Litio-exploración y financiación;6;6166,47;9564,83
40848;Salta;Femenino;Litio-Produccion;24;7313,6;9287,92
40848;Salta;Masculino;Litio-exploración y financiación;114;5413,71;8087,94
40848;Salta;Masculino;Litio-Produccion;58;12018,2;16436,43
40878;Catamarca;Femenino;Litio-Produccion;7;17899,9;24007,16
40878;Catamarca;Masculino;Litio-Produccion;161;14878,4;17519,44
40878;Jujuy;Femenino;Litio-exploración y financiación;3;14390,3;18823,41
40878;Jujuy;Femenino;Litio-Produccion;17;9453,8;10552,43
40878;Jujuy;Masculino;Litio-exploración y financiación;19;9251,61;22125,23
40878;Jujuy;Masculino;Litio-Produccion;116;6360,59;9088,7
40878;Mendoza;Femenino;Litio-Produccion;6;12300;17050
40878;Mendoza;Masculino;Litio-Produccion;6;33000;39453,33
40878;Salta;Femenino;Litio-exploración y financiación;6;9249,7;15151,09
40878;Salta;Femenino;Litio-Produccion;26;11222,95;13804,39
40878;Salta;Masculino;Litio-exploración y financiación;113;7587,42;11859,61
40878;Salta;Masculino;Litio-Produccion;58;18482,55;23731,45
40909;CABA;Masculino;Litio-Produccion;1;12800,8;12800,8
40909;Catamarca;Femenino;Litio-Produccion;7;19602,5;22642,64
40909;Catamarca;Masculino;Litio-Produccion;165;17940;19591,12
40909;Jujuy;Femenino;Litio-exploración y financiación;3;9491,6;9814,98
40909;Jujuy;Femenino;Litio-Produccion;15;5800;6842,61
40909;Jujuy;Masculino;Litio-exploración y financiación;19;6028,54;26421,77
40909;Jujuy;Masculino;Litio-Produccion;120;4332,45;6478,39
40909;Mendoza;Femenino;Litio-Produccion;6;8965,84;11687,5
40909;Mendoza;Masculino;Litio-Produccion;3;24000,7;24136,2
40909;Salta;Femenino;Litio-exploración y financiación;6;6672,19;12316,01
40909;Salta;Femenino;Litio-Produccion;29;13355,9;12939,82
40909;Salta;Masculino;Litio-exploración y financiación;110;5476,2;9132,35
40909;Salta;Masculino;Litio-Produccion;60;17105,35;21584,07
40940;CABA;Masculino;Litio-Produccion;1;12800,1;12800,1
40940;Catamarca;Femenino;Litio-Produccion;7;29645,3;31523,65
40940;Catamarca;Masculino;Litio-Produccion;163;12364;18360,19
40940;Jujuy;Femenino;Litio-exploración y financiación;3;10327,1;10603,22
40940;Jujuy;Femenino;Litio-Produccion;17;6803,33;6922,88
40940;Jujuy;Masculino;Litio-exploración y financiación;19;6469,37;16240,03
40940;Jujuy;Masculino;Litio-Produccion;123;4298,96;7350,7
40940;Mendoza;Femenino;Litio-Produccion;5;10400,1;18664,06
40940;Mendoza;Masculino;Litio-Produccion;2;22560,1;22560,1
40940;Salta;Femenino;Litio-exploración y financiación;8;5618,98;9596,73
40940;Salta;Femenino;Litio-Produccion;29;8285,21;15649,86
40940;Salta;Masculino;Litio-exploración y financiación;120;5090,55;8046,69
40940;Salta;Masculino;Litio-Produccion;56;13090,45;26907,31
40969;Catamarca;Femenino;Litio-Produccion;7;16200;18512,97
40969;Catamarca;Masculino;Litio-Produccion;170;10692,95;12360,04
40969;Jujuy;Femenino;Litio-exploración y financiación;3;9490,6;9832,85
40969;Jujuy;Femenino;Litio-Produccion;18;6750;6895,56
40969;Jujuy;Masculino;Litio-exploración y financiación;22;7616,84;19837,08
40969;Jujuy;Masculino;Litio-Produccion;120;4646,88;7177,36
40969;Mendoza;Femenino;Litio-Produccion;4;9000,05;13050,1
40969;Mendoza;Masculino;Litio-Produccion;4;22000,2;20200,45
40969;Salta;Femenino;Litio-exploración y financiación;7;4793,55;8623,73
40969;Salta;Femenino;Litio-Produccion;28;7835,48;9628,74
40969;Salta;Masculino;Litio-exploración y financiación;117;5582,03;7976,69
40969;Salta;Masculino;Litio-Produccion;55;11445,8;21565,47
41000;CABA;Masculino;Litio-Produccion;1;10000;10000
41000;Catamarca;Femenino;Litio-Produccion;7;16200;18512,97
41000;Catamarca;Masculino;Litio-Produccion;182;10149,55;11654,42
41000;Jujuy;Femenino;Litio-exploración y financiación;3;9445,41;9841,03
41000;Jujuy;Femenino;Litio-Produccion;18;7400;7590,99
41000;Jujuy;Masculino;Litio-exploración y financiación;20;6976,19;18077,66
41000;Jujuy;Masculino;Litio-Produccion;110;4298,96;6502,29
41000;Mendoza;Femenino;Litio-Produccion;3;7600;13933,43
41000;Mendoza;Masculino;Litio-Produccion;3;20000;18933,9
41000;Salta;Femenino;Litio-exploración y financiación;7;7544,15;6219,74
41000;Salta;Femenino;Litio-Produccion;26;7476,27;9236,43
41000;Salta;Masculino;Litio-exploración y financiación;125;5414,67;8701,02
41000;Salta;Masculino;Litio-Produccion;55;10702,3;15712,96
41030;Catamarca;Femenino;Litio-Produccion;8;14358,7;16988,16
41030;Catamarca;Masculino;Litio-Produccion;191;10513,4;11903,44
41030;Jujuy;Femenino;Litio-exploración y financiación;3;14150,9;12829,2
41030;Jujuy;Femenino;Litio-Produccion;17;6500;11082,44
41030;Jujuy;Masculino;Litio-exploración y financiación;21;8176,17;19673,73
41030;Jujuy;Masculino;Litio-Produccion;110;5185,45;8631,51
41030;Mendoza;Femenino;Litio-Produccion;4;37739,55;36736,18
41030;Mendoza;Masculino;Litio-Produccion;3;20000;18933,73
41030;Salta;Femenino;Litio-exploración y financiación;8;10580,41;9444,37
41030;Salta;Femenino;Litio-Produccion;26;7837,96;10311,23
41030;Salta;Masculino;Litio-exploración y financiación;129;6935,26;9650,52
41030;Salta;Masculino;Litio-Produccion;55;10831,2;17468
41061;Catamarca;Femenino;Litio-Produccion;7;25056;30413,33
41061;Catamarca;Masculino;Litio-Produccion;193;18232,9;21185,53
41061;Jujuy;Femenino;Litio-exploración y financiación;3;21226,7;18715,88
41061;Jujuy;Femenino;Litio-Produccion;17;9901,67;12123,19
41061;Jujuy;Masculino;Litio-exploración y financiación;20;10491,65;25246,66
41061;Jujuy;Masculino;Litio-Produccion;110;7315,53;10123,84
41061;Mendoza;Femenino;Litio-Produccion;2;27540,5;27540,5
41061;Mendoza;Masculino;Litio-Produccion;2;34102,35;34102,35
41061;Salta;Femenino;Litio-exploración y financiación;7;11904,1;13108,4
41061;Salta;Femenino;Litio-Produccion;24;14293;16424,55
41061;Salta;Masculino;Litio-exploración y financiación;129;8285,63;13661,79
41061;Salta;Masculino;Litio-Produccion;54;18928,25;24937,59
41091;Catamarca;Femenino;Litio-Produccion;7;16200;18844,67
41091;Catamarca;Masculino;Litio-Produccion;191;10627,4;12750,86
41091;Jujuy;Femenino;Litio-exploración y financiación;3;14150;12429,03
41091;Jujuy;Femenino;Litio-Produccion;14;5399,48;6725,27
41091;Jujuy;Masculino;Litio-exploración y financiación;20;6994,15;16762,44
41091;Jujuy;Masculino;Litio-Produccion;109;4785,45;6819,99
41091;Mendoza;Femenino;Litio-Produccion;5;7600;14152,63
41091;Mendoza;Masculino;Litio-Produccion;2;24400,2;24400,2
41091;Salta;Femenino;Litio-exploración y financiación;9;7935,62;8813,84
41091;Salta;Femenino;Litio-Produccion;24;7837,96;10864,9
41091;Salta;Masculino;Litio-exploración y financiación;134;6014,67;9601,91
41091;Salta;Masculino;Litio-Produccion;54;10879;15498,69
41122;Catamarca;Femenino;Litio-Produccion;7;16200;19258,95
41122;Catamarca;Masculino;Litio-Produccion;193;11923,7;13241,86
41122;Jujuy;Femenino;Litio-exploración y financiación;3;14150;12531,09
41122;Jujuy;Femenino;Litio-Produccion;18;10066,67;10727,34
41122;Jujuy;Masculino;Litio-exploración y financiación;20;7111,78;17046,28
41122;Jujuy;Masculino;Litio-Produccion;109;9500;11782,33
41122;Mendoza;Femenino;Litio-Produccion;2;21800,4;21800,4
41122;Mendoza;Masculino;Litio-Produccion;4;17997,75;16748,92
41122;Salta;Femenino;Litio-exploración y financiación;11;7935,95;9278,91
41122;Salta;Femenino;Litio-Produccion;24;9044,85;11029,86
41122;Salta;Masculino;Litio-exploración y financiación;148;6335,21;9893,02
41122;Salta;Masculino;Litio-Produccion;54;11600,15;16462,26
41153;Catamarca;Femenino;Litio-Produccion;8;20812,05;25726,44
41153;Catamarca;Masculino;Litio-Produccion;194;16778,65;19181,67
41153;Jujuy;Femenino;Litio-exploración y financiación;3;15565,7;13631,19
41153;Jujuy;Femenino;Litio-Produccion;20;6099,19;7177,85
41153;Jujuy;Masculino;Litio-exploración y financiación;19;7626,41;16006
41153;Jujuy;Masculino;Litio-Produccion;114;5170,36;7725,35
41153;Mendoza;Femenino;Litio-Produccion;3;7600;15933,67
41153;Mendoza;Masculino;Litio-Produccion;3;22000;17324,74
41153;Salta;Femenino;Litio-exploración y financiación;15;6293,98;8260,55
41153;Salta;Femenino;Litio-Produccion;24;13343,3;16571,52
41153;Salta;Masculino;Litio-exploración y financiación;160;5904,42;9826,31
41153;Salta;Masculino;Litio-Produccion;54;14457,8;22342,05
41183;Catamarca;Femenino;Litio-Produccion;7;19116;22491,66
41183;Catamarca;Masculino;Litio-Produccion;193;12537;14766,33
41183;Jujuy;Femenino;Litio-exploración y financiación;3;15565,7;13631,08
41183;Jujuy;Femenino;Litio-Produccion;21;5198,38;7095,53
41183;Jujuy;Masculino;Litio-exploración y financiación;20;7435,53;17528,29
41183;Jujuy;Masculino;Litio-Produccion;113;4959,17;7761,2
41183;Mendoza;Femenino;Litio-Produccion;2;22640,4;22640,4
41183;Mendoza;Masculino;Litio-Produccion;2;23560,45;23560,45
41183;Salta;Femenino;Litio-exploración y financiación;15;8151,67;9066,9
41183;Salta;Femenino;Litio-Produccion;23;9333,52;15362,91
41183;Salta;Masculino;Litio-exploración y financiación;161;5886,27;9772,46
41183;Salta;Masculino;Litio-Produccion;53;12243,2;18358,77
41214;Catamarca;Femenino;Litio-Produccion;8;18323,65;22051,77
41214;Catamarca;Masculino;Litio-Produccion;192;16096,15;18004,42
41214;Jujuy;Femenino;Litio-exploración y financiación;3;15565,7;13631,24
41214;Jujuy;Femenino;Litio-Produccion;21;6900;7523,5
41214;Jujuy;Masculino;Litio-exploración y financiación;20;7316,58;17643,07
41214;Jujuy;Masculino;Litio-Produccion;115;4941,38;7746,42
41214;Mendoza;Femenino;Litio-Produccion;3;7600;15933,47
41214;Mendoza;Masculino;Litio-Produccion;3;22000;15333,63
41214;Salta;Femenino;Litio-exploración y financiación;15;8151,67;9390,91
41214;Salta;Femenino;Litio-Produccion;22;9730,15;12318,19
41214;Salta;Masculino;Litio-exploración y financiación;163;6074,93;9876,47
41214;Salta;Masculino;Litio-Produccion;52;14956,55;17821,01
41244;CABA;Femenino;Litio-Produccion;1;21309,11;21309,11
41244;CABA;Masculino;Litio-Produccion;1;6658,6;6658,6
41244;Catamarca;Femenino;Litio-Produccion;8,5;27718,2;32428,38
41244;Catamarca;Masculino;Litio-Produccion;192;26949,12;29223,82
41244;Jujuy;Femenino;Litio-exploración y financiación;3;23623,47;20820,7
41244;Jujuy;Femenino;Litio-Produccion;20;10947,5;11360,31
41244;Jujuy;Masculino;Litio-exploración y financiación;19,5;11058,29;26099,49
41244;Jujuy;Masculino;Litio-Produccion;114,5;7544,22;12085,89
41244;Mendoza;Femenino;Litio-Produccion;3;11020;23509,65
41244;Mendoza;Masculino;Litio-Produccion;3;34839,29;30610,35
41244;Salta;Femenino;Litio-exploración y financiación;15;12656,83;14689,63
41244;Salta;Femenino;Litio-Produccion;22;14108,71;17949,28
41244;Salta;Masculino;Litio-exploración y financiación;160,5;9902,09;15277,92
41244;Salta;Masculino;Litio-Produccion;54,5;23870,48;40435,82
41275;CABA;Femenino;Litio-Produccion;2;14695,94;14695,94
41275;CABA;Masculino;Litio-Produccion;2;4592,14;4592,14
41275;Catamarca;Femenino;Litio-Produccion;9;19116;22642,29
41275;Catamarca;Masculino;Litio-Produccion;192;21556,7;22304,3
41275;Jujuy;Femenino;Litio-exploración y financiación;3;17018,4;15086,96
41275;Jujuy;Femenino;Litio-Produccion;19;8500;8178,66
41275;Jujuy;Masculino;Litio-exploración y financiación;19;7957,74;18375
41275;Jujuy;Masculino;Litio-Produccion;114;5478,12;8928,93
41275;Mendoza;Femenino;Litio-Produccion;3;7600;16493,63
41275;Mendoza;Masculino;Litio-Produccion;3;25120,5;26887,53
41275;Salta;Femenino;Litio-exploración y financiación;15;8730,7;10870,65
41275;Salta;Femenino;Litio-Produccion;22;9896,36;12439,44
41275;Salta;Masculino;Litio-exploración y financiación;158;7122,3;11217,42
41275;Salta;Masculino;Litio-Produccion;57;17500;37069,58
41306;CABA;Masculino;Litio-Produccion;1;12800;12800
41306;Catamarca;Femenino;Litio-Produccion;16;10154,24;21152,62
41306;Catamarca;Masculino;Litio-Produccion;204;18384,65;24320,74
41306;Jujuy;Femenino;Litio-exploración y financiación;3;15565,9;14469,42
41306;Jujuy;Femenino;Litio-Produccion;25;8500;8671,78
41306;Jujuy;Masculino;Litio-exploración y financiación;19;7512,35;18400,91
41306;Jujuy;Masculino;Litio-Produccion;110;5513,72;8520,17
